"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","longest_credit_length","verification_status"
24000,"36 months",17.56,4,"RENT",80000.0,"debt_consolidation","NY",12.21,0,98.4,18,1,11,"verified"
14675,"36 months",13.05,2,"MORTGAGE",66000.0,"credit_card","WA",31.64,0,74.5,25,0,10,"verified"
13200,"60 months",14.33,0,"MORTGAGE",50000.0,"debt_consolidation","CO",13.48,0,73.4,24,0,13,"verified"
12000,"36 months",13.05,0,"MORTGAGE",55000.0,"debt_consolidation","TX",19.200000000000003,2,64.7,28,0,21,"not verified"
12000,"36 months",12.35,5,"RENT",57000.0,"debt_consolidation","GA",24.32,0,76.80000000000001,21,0,26,"verified"
28000,"60 months",14.33,10,"MORTGAGE",89000.0,"debt_consolidation","NY",9.72,0,59.40000000000001,25,0,15,"verified"
18000,"36 months",9.71,4,"MORTGAGE",80000.0,"credit_card","TX",17.3,0,81.30000000000001,27,0,13,"not verified"
28000,"36 months",15.88,8,"MORTGAGE",137000.0,"debt_consolidation","MA",7.62,2,99.7,23,0,13,"verified"
15000,"36 months",13.68,6,"RENT",119000.0,"credit_card","NY",12.02,0,46.90000000000001,19,0,10,"not verified"
6000,"36 months",13.05,1,"RENT",75000.0,"credit_card","TX",4.24,1,66.8,29,0,12,"not verified"
18000,"60 months",24.89,10,"RENT",70000.0,"debt_consolidation","MA",19.78,0,62.0,34,0,15,"verified"
8000,"36 months",15.22,2,"RENT",38000.0,"debt_consolidation","AZ",22.23,0,68.8,18,0,13,"not verified"
18000,"36 months",10.64,4,"RENT",50000.0,"debt_consolidation","DC",21.44,1,55.1,22,1,28,"verified"
20000,"60 months",9.71,0,"MORTGAGE",50000.0,"debt_consolidation","TX",29.62,0,39.90000000000001,14,1,43,"verified"
11625,"36 months",15.88,6,"RENT",34000.0,"credit_card","IN",34.31,0,99.9,24,1,11,"verified"
6625,"36 months",20.31,,"RENT",22248.0,"debt_consolidation","MI",27.29,0,95.1,12,1,6,"verified"
10000,"36 months",11.55,2,"MORTGAGE",74000.0,"credit_card","NC",12.23,0,53.7,27,0,11,"not verified"
14675,"60 months",24.5,8,"MORTGAGE",42000.0,"debt_consolidation","PA",12.600000000000001,1,98.6,26,1,14,"verified"
10000,"36 months",15.22,5,"RENT",75000.0,"credit_card","IL",13.73,0,34.9,31,1,11,"not verified"
16000,"36 months",15.22,7,"MORTGAGE",65000.0,"debt_consolidation","MI",8.22,0,37.5,32,0,13,"verified"
34800,"60 months",15.22,0,"MORTGAGE",125000.0,"small_business","PA",0.61,1,9.600000000000001,13,0,21,"verified"
6000,"36 months",12.35,8,"MORTGAGE",40000.0,"debt_consolidation","WI",24.69,0,89.9,32,0,11,"verified"
17000,"36 months",18.25,5,"RENT",92000.0,"credit_card","WI",10.790000000000001,0,69.3,26,0,12,"not verified"
8300,"36 months",13.05,10,"RENT",65000.0,"debt_consolidation","CA",27.27,0,66.8,45,0,18,"not verified"
3225,"36 months",12.35,10,"MORTGAGE",40000.0,"debt_consolidation","CO",16.47,0,20.700000000000006,15,0,22,"verified"
10400,"60 months",15.22,2,"MORTGAGE",57000.0,"credit_card","OH",19.77,0,83.80000000000001,37,0,15,"verified"
12000,"60 months",21.150000000000002,10,"MORTGAGE",90000.0,"debt_consolidation","OH",15.77,0,36.4,44,1,35,"verified"
5200,"36 months",7.62,3,"RENT",55000.0,"home_improvement","NJ",11.15,0,2.3000000000000003,18,0,8,"not verified"
15000,"60 months",16.78,10,"MORTGAGE",80000.0,"credit_card","GA",14.76,1,42.7,29,0,11,"verified"
12000,"36 months",12.35,10,"MORTGAGE",97000.0,"debt_consolidation","NC",17.900000000000002,2,78.7,47,0,19,"verified"
21000,"36 months",11.55,10,"MORTGAGE",91000.0,"credit_card","AL",18.990000000000002,0,75.7,46,0,21,"verified"
18550,"60 months",14.33,10,"RENT",82000.0,"debt_consolidation","GA",12.100000000000001,0,77.9,15,0,12,"verified"
10400,"36 months",14.33,1,"MORTGAGE",110000.0,"debt_consolidation","OK",29.17,0,79.60000000000001,26,1,16,"verified"
20675,"60 months",24.080000000000002,2,"MORTGAGE",62000.0,"debt_consolidation","CA",18.6,3,64.5,36,1,11,"verified"
20000,"60 months",17.56,5,"MORTGAGE",65000.0,"debt_consolidation","NJ",28.87,0,89.80000000000001,31,1,14,"verified"
8975,"36 months",13.68,1,"MORTGAGE",60000.0,"wedding","GA",24.68,0,12.200000000000001,19,0,5,"not verified"
16000,"60 months",25.830000000000002,7,"MORTGAGE",75000.0,"other","CT",27.09,1,46.40000000000001,35,0,17,"verified"
15000,"60 months",24.080000000000002,0,"RENT",65000.0,"debt_consolidation","TX",9.77,0,36.2,31,0,13,"verified"
9875,"36 months",14.33,6,"RENT",37000.0,"credit_card","MN",20.240000000000002,0,69.60000000000001,31,0,15,"not verified"
10000,"36 months",13.05,7,"RENT",33000.0,"credit_card","MA",7.67,0,83.5,8,0,15,"not verified"
8325,"36 months",13.05,0,"MORTGAGE",45760.0,"car","CA",0.73,0,2.9000000000000004,35,0,17,"verified"
10050,"36 months",10.64,10,"RENT",30000.0,"credit_card","TX",28.72,0,77.2,17,1,27,"not verified"
35000,"60 months",17.56,10,"MORTGAGE",149000.0,"debt_consolidation","WA",3.66,0,25.400000000000002,36,0,20,"verified"
27575,"36 months",15.22,10,"RENT",62000.0,"debt_consolidation","CA",20.17,1,39.1,23,1,14,"verified"
10400,"60 months",10.64,2,"RENT",46000.0,"home_improvement","SC",21.31,0,2.6,13,0,6,"verified"
10000,"36 months",16.78,9,"RENT",67700.0,"debt_consolidation","CA",22.76,0,73.9,15,0,11,"not verified"
12550,"36 months",14.33,3,"RENT",80000.0,"debt_consolidation","CA",19.830000000000002,0,42.90000000000001,49,0,11,"not verified"
12000,"60 months",24.080000000000002,9,"RENT",78000.0,"small_business","CA",14.63,2,79.30000000000001,22,1,12,"verified"
14000,"60 months",14.33,9,"MORTGAGE",200000.0,"debt_consolidation","NJ",25.51,0,84.80000000000001,52,1,14,"verified"
9450,"36 months",9.71,,"MORTGAGE",58000.0,"credit_card","GA",23.580000000000002,0,70.5,29,0,31,"verified"
7200,"36 months",8.9,10,"MORTGAGE",70000.0,"debt_consolidation","OK",20.21,0,3.7,30,0,12,"verified"
14400,"36 months",7.9,0,"RENT",83000.0,"debt_consolidation","CA",0.22,0,8.0,21,0,22,"not verified"
13000,"60 months",22.700000000000003,10,"MORTGAGE",85000.0,"debt_consolidation","NY",13.75,0,31.200000000000006,21,1,12,"verified"
32350,"60 months",18.25,10,"MORTGAGE",72000.0,"debt_consolidation","LA",32.480000000000004,0,49.7,33,1,29,"verified"
12000,"60 months",24.5,10,"RENT",45000.0,"other","CA",10.27,0,75.3,36,0,12,"verified"
10000,"36 months",9.71,0,"MORTGAGE",45000.0,"debt_consolidation","CA",16.67,0,43.7,9,0,8,"not verified"
8000,"36 months",20.31,5,"MORTGAGE",110000.0,"major_purchase","PA",15.08,1,47.6,63,1,10,"verified"
20425,"60 months",24.89,10,"MORTGAGE",67000.0,"home_improvement","OK",34.51,0,42.6,24,0,14,"verified"
18200,"60 months",9.71,0,"MORTGAGE",112000.0,"debt_consolidation","CA",23.69,0,55.40000000000001,14,0,10,"verified"
23350,"36 months",7.9,0,"MORTGAGE",65000.0,"debt_consolidation","CO",21.06,0,16.5,18,0,7,"verified"
16800,"60 months",22.200000000000003,10,"RENT",78000.0,"debt_consolidation","CA",27.04,0,93.4,12,1,22,"verified"
15000,"36 months",11.55,6,"MORTGAGE",97000.0,"debt_consolidation","TN",12.58,0,79.9,16,0,13,"verified"
20000,"60 months",22.200000000000003,10,"MORTGAGE",145000.0,"debt_consolidation","VA",18.75,1,85.7,34,0,15,"verified"
21125,"60 months",17.56,10,"MORTGAGE",48000.0,"debt_consolidation","KY",21.8,0,54.7,35,1,13,"verified"
2400,"36 months",7.62,10,"MORTGAGE",35000.0,"credit_card","KY",7.37,0,0.5,17,0,12,"not verified"
13000,"60 months",14.33,2,"OWN",105000.0,"credit_card","WV",23.31,0,53.300000000000004,21,0,11,"verified"
10800,"36 months",13.68,1,"RENT",51000.0,"debt_consolidation","CA",32.07,0,76.80000000000001,31,0,15,"verified"
28000,"60 months",15.88,6,"MORTGAGE",95000.0,"debt_consolidation","OH",17.77,0,69.2,28,0,28,"verified"
3000,"36 months",10.64,0,"RENT",78000.0,"credit_card","IL",16.18,0,55.40000000000001,35,0,9,"not verified"
10000,"36 months",7.62,0,"RENT",45000.0,"credit_card","TN",7.17,0,40.800000000000004,14,1,23,"not verified"
21250,"60 months",12.35,9,"MORTGAGE",119000.0,"debt_consolidation","TX",19.42,0,36.6,39,1,14,"verified"
9600,"36 months",13.05,0,"MORTGAGE",45000.0,"home_improvement","FL",13.17,0,10.8,39,0,19,"verified"
5500,"36 months",18.25,1,"MORTGAGE",20000.0,"vacation","KY",25.68,0,80.10000000000001,12,0,7,"not verified"
14400,"36 months",8.9,9,"OWN",72000.0,"debt_consolidation","CA",13.700000000000001,1,42.40000000000001,23,0,7,"not verified"
9600,"36 months",14.33,10,"RENT",47000.0,"credit_card","CA",12.200000000000001,0,66.8,36,0,13,"verified"
15000,"60 months",21.150000000000002,10,"MORTGAGE",66000.0,"debt_consolidation","GA",7.87,0,51.800000000000004,18,0,13,"verified"
9600,"60 months",15.22,1,"RENT",30000.0,"credit_card","MI",13.88,0,44.6,6,0,3,"verified"
6500,"36 months",17.56,5,"OWN",45000.0,"debt_consolidation","TX",22.59,0,59.7,14,0,9,"not verified"
8000,"36 months",11.55,10,"MORTGAGE",30000.0,"debt_consolidation","NV",21.52,0,79.2,13,0,11,"not verified"
2500,"36 months",17.56,10,"RENT",54000.0,"moving","TX",27.27,0,27.0,31,0,17,"not verified"
3000,"36 months",6.62,7,"MORTGAGE",38000.0,"car","FL",12.32,0,10.4,36,0,19,"not verified"
22000,"36 months",12.35,7,"MORTGAGE",67000.0,"debt_consolidation","TN",17.95,0,63.0,26,0,14,"verified"
12000,"36 months",9.71,10,"MORTGAGE",57000.0,"credit_card","IL",17.22,0,32.300000000000004,20,0,12,"verified"
4200,"36 months",10.64,4,"RENT",14400.0,"other","CA",19.17,0,11.200000000000001,23,0,18,"verified"
4500,"36 months",17.56,2,"MORTGAGE",150000.0,"credit_card","FL",7.57,0,80.2,17,0,12,"verified"
8000,"36 months",18.85,10,"MORTGAGE",82000.0,"major_purchase","WA",16.54,0,65.0,34,0,12,"not verified"
6625,"36 months",15.22,1,"RENT",34000.0,"credit_card","OH",21.64,0,70.10000000000001,21,0,11,"not verified"
12000,"60 months",21.150000000000002,5,"RENT",43500.0,"credit_card","MD",20.82,0,89.9,24,1,28,"verified"
16500,"36 months",20.31,7,"MORTGAGE",87467.0,"debt_consolidation","CA",12.100000000000001,0,73.10000000000001,23,0,12,"verified"
7200,"36 months",15.88,9,"RENT",36000.0,"other","MD",18.85,0,22.5,13,0,10,"not verified"
3000,"36 months",13.05,0,"RENT",30000.0,"debt_consolidation","NC",30.400000000000002,0,69.7,11,0,9,"verified"
12000,"60 months",22.700000000000003,7,"MORTGAGE",78000.0,"debt_consolidation","FL",15.18,1,39.2,35,0,50,"verified"
29175,"60 months",24.5,4,"MORTGAGE",65000.0,"home_improvement","FL",5.24,0,49.2,9,0,12,"verified"
16000,"36 months",15.88,6,"RENT",85000.0,"debt_consolidation","CA",11.36,0,64.4,20,1,13,"not verified"
14000,"60 months",23.5,2,"RENT",52150.0,"other","VA",22.61,0,70.4,18,0,9,"verified"
10000,"36 months",15.22,7,"RENT",55000.0,"debt_consolidation","AR",11.22,0,26.900000000000002,28,0,19,"verified"
9600,"36 months",18.25,6,"MORTGAGE",46500.0,"credit_card","CA",21.6,0,79.60000000000001,29,0,19,"verified"
6000,"36 months",12.35,6,"MORTGAGE",31000.0,"debt_consolidation","CA",34.9,0,4.0,18,0,16,"verified"
24000,"36 months",12.35,9,"OWN",125000.0,"debt_consolidation","FL",21.52,0,78.0,28,0,12,"verified"
6300,"36 months",12.35,3,"MORTGAGE",140000.0,"debt_consolidation","FL",22.830000000000002,0,40.800000000000004,40,0,18,"verified"
2650,"36 months",16.78,,"OWN",22800.0,"other","LA",12.0,0,54.2,49,1,25,"verified"
25000,"36 months",15.22,10,"MORTGAGE",70000.0,"debt_consolidation","MN",11.08,0,77.10000000000001,29,1,14,"verified"
5000,"36 months",6.62,0,"RENT",58000.0,"debt_consolidation","CA",21.35,0,27.0,39,0,23,"verified"
24000,"36 months",7.9,10,"MORTGAGE",125000.0,"credit_card","IL",10.950000000000001,0,60.7,21,0,23,"verified"
20000,"60 months",21.6,7,"MORTGAGE",75000.0,"debt_consolidation","NV",20.35,0,70.3,22,0,15,"verified"
7250,"36 months",17.56,,"RENT",28000.0,"credit_card","NY",14.31,0,61.7,18,0,14,"verified"
24000,"60 months",15.88,9,"MORTGAGE",70000.0,"debt_consolidation","OH",17.47,0,78.9,32,1,15,"verified"
24000,"60 months",15.88,3,"MORTGAGE",96390.0,"credit_card","CA",13.41,0,86.2,16,0,23,"verified"
10000,"60 months",24.080000000000002,6,"MORTGAGE",158000.0,"other","WA",5.38,1,61.300000000000004,28,0,23,"verified"
12000,"36 months",11.55,5,"MORTGAGE",35000.0,"debt_consolidation","TN",20.19,0,39.5,29,0,14,"verified"
35000,"60 months",20.8,10,"MORTGAGE",110497.0,"debt_consolidation","FL",27.57,0,70.60000000000001,36,1,24,"verified"
14000,"36 months",15.88,2,"RENT",60000.0,"credit_card","MI",6.88,0,36.7,10,1,5,"verified"
8000,"36 months",21.150000000000002,3,"RENT",110000.0,"small_business","CA",8.08,0,73.3,9,1,6,"verified"
30000,"36 months",22.200000000000003,10,"RENT",195000.0,"wedding","CA",5.97,1,62.40000000000001,10,0,4,"verified"
12000,"60 months",24.080000000000002,10,"OWN",101000.0,"other","CA",5.18,0,85.9,11,0,9,"verified"
15000,"36 months",9.71,0,"RENT",60000.0,"credit_card","KS",15.42,0,54.2,37,0,31,"verified"
7000,"36 months",15.22,4,"RENT",44000.0,"debt_consolidation","OH",12.63,0,79.4,18,1,11,"verified"
4800,"36 months",15.22,3,"MORTGAGE",85000.0,"debt_consolidation","MD",23.200000000000003,0,71.2,11,0,5,"not verified"
25000,"60 months",25.990000000000002,10,"RENT",99370.0,"small_business","NY",18.16,0,80.30000000000001,28,0,30,"verified"
35000,"36 months",15.22,6,"MORTGAGE",140000.0,"home_improvement","FL",17.29,2,27.900000000000002,27,0,17,"verified"
24925,"60 months",25.8,4,"RENT",71000.0,"credit_card","CT",25.28,0,50.40000000000001,62,0,17,"verified"
15000,"36 months",17.56,5,"MORTGAGE",86000.0,"credit_card","FL",17.51,0,87.9,23,0,7,"not verified"
7000,"36 months",18.25,4,"OWN",50000.0,"other","MD",20.45,2,0.0,36,0,21,"verified"
4000,"36 months",7.9,10,"MORTGAGE",180000.0,"home_improvement","MD",26.900000000000002,0,60.0,40,0,22,"verified"
24000,"60 months",12.35,10,"MORTGAGE",126000.0,"debt_consolidation","FL",13.35,0,57.5,24,0,22,"verified"
6000,"36 months",14.33,10,"MORTGAGE",80400.0,"debt_consolidation","CT",12.36,0,41.7,29,0,15,"not verified"
11325,"36 months",18.85,2,"RENT",70000.0,"credit_card","VA",15.65,0,37.9,19,1,19,"not verified"
20000,"60 months",16.78,10,"MORTGAGE",98000.0,"credit_card","AL",22.27,0,69.5,43,1,17,"verified"
15000,"60 months",21.6,,"MORTGAGE",81500.0,"debt_consolidation","CO",32.58,0,88.7,29,0,14,"verified"
23600,"60 months",15.88,1,"MORTGAGE",60000.0,"credit_card","FL",15.540000000000001,0,69.7,19,0,8,"verified"
3775,"36 months",16.78,5,"MORTGAGE",30000.0,"debt_consolidation","PA",4.800000000000001,0,32.300000000000004,18,0,15,"verified"
30000,"60 months",24.080000000000002,2,"MORTGAGE",160000.0,"credit_card","GA",16.21,0,80.2,38,0,12,"verified"
20000,"60 months",11.55,1,"MORTGAGE",80000.0,"debt_consolidation","FL",10.040000000000001,0,77.0,24,1,23,"verified"
9000,"36 months",18.25,1,"RENT",90000.0,"debt_consolidation","CA",10.040000000000001,4,5.2,12,1,29,"verified"
7200,"36 months",11.55,10,"OWN",47335.0,"credit_card","OR",21.45,0,86.10000000000001,29,0,14,"verified"
35000,"36 months",15.88,10,"OWN",96000.0,"debt_consolidation","TX",23.91,0,39.5,39,0,19,"verified"
30000,"36 months",13.68,4,"MORTGAGE",180000.0,"home_improvement","FL",12.46,0,33.300000000000004,19,0,10,"verified"
18000,"36 months",12.35,4,"RENT",40000.0,"debt_consolidation","CA",27.66,1,28.8,31,1,15,"not verified"
6000,"36 months",18.85,5,"MORTGAGE",55000.0,"debt_consolidation","MI",5.09,0,51.5,7,0,5,"not verified"
15000,"36 months",13.68,10,"RENT",92000.0,"debt_consolidation","FL",22.830000000000002,0,57.7,38,0,18,"verified"
9000,"36 months",13.05,10,"MORTGAGE",74300.0,"home_improvement","NC",11.92,0,58.300000000000004,20,1,15,"not verified"
25450,"36 months",19.52,10,"MORTGAGE",125000.0,"debt_consolidation","CT",11.11,0,69.9,17,0,12,"verified"
9600,"36 months",10.64,10,"MORTGAGE",58000.0,"credit_card","NY",23.700000000000003,0,91.9,25,0,22,"verified"
18000,"36 months",7.9,,"RENT",105980.0,"credit_card","IN",11.9,0,40.800000000000004,24,0,22,"verified"
4500,"36 months",15.88,3,"MORTGAGE",49000.0,"debt_consolidation","UT",12.290000000000001,0,81.9,11,0,10,"not verified"
4200,"36 months",18.25,10,"RENT",40000.0,"debt_consolidation","MD",15.3,0,41.0,19,0,15,"verified"
16950,"60 months",14.33,0,"RENT",38000.0,"debt_consolidation","MA",25.23,0,72.7,22,0,14,"verified"
10000,"60 months",15.88,7,"MORTGAGE",40000.0,"credit_card","FL",23.62,0,35.5,21,0,9,"verified"
13000,"36 months",13.05,0,"RENT",45000.0,"debt_consolidation","CA",10.67,0,54.300000000000004,22,0,8,"not verified"
35000,"36 months",15.22,3,"MORTGAGE",210000.0,"debt_consolidation","PA",4.98,2,32.5,45,0,18,"verified"
14000,"36 months",20.31,,"OWN",61000.0,"other","NY",21.8,0,20.200000000000006,53,0,41,"verified"
10000,"36 months",12.35,10,"RENT",75000.0,"debt_consolidation","CA",4.13,1,66.3,35,0,12,"not verified"
7500,"36 months",17.56,10,"MORTGAGE",53000.0,"other","CA",23.05,0,77.0,14,0,9,"verified"
19000,"36 months",11.55,5,"MORTGAGE",57400.0,"debt_consolidation","CA",15.89,0,40.90000000000001,12,0,6,"verified"
24000,"36 months",7.9,2,"RENT",113000.0,"debt_consolidation","CA",9.93,0,21.6,12,0,5,"verified"
5600,"36 months",6.03,2,"RENT",62000.0,"debt_consolidation","MA",10.32,0,17.7,18,0,15,"not verified"
3000,"36 months",10.64,4,"OWN",20000.0,"home_improvement","OR",7.68,0,45.5,9,0,5,"not verified"
5950,"36 months",7.62,2,"RENT",29766.0,"debt_consolidation","PA",19.06,1,19.700000000000006,16,0,5,"verified"
18000,"60 months",15.88,10,"MORTGAGE",141000.0,"debt_consolidation","NC",16.84,1,84.5,60,1,25,"verified"
10000,"36 months",19.52,10,"MORTGAGE",78000.0,"debt_consolidation","NJ",19.400000000000002,0,58.6,24,0,18,"verified"
14000,"36 months",11.55,7,"MORTGAGE",71000.0,"credit_card","OH",23.63,0,53.0,29,0,18,"verified"
35000,"60 months",20.31,1,"MORTGAGE",155000.0,"debt_consolidation","VA",15.0,0,51.1,30,0,11,"verified"
25000,"36 months",19.52,7,"MORTGAGE",67000.0,"credit_card","VA",23.700000000000003,4,58.1,17,0,13,"verified"
6000,"36 months",10.64,4,"MORTGAGE",60000.0,"debt_consolidation","AL",6.28,0,57.90000000000001,11,0,8,"verified"
12000,"36 months",8.9,4,"MORTGAGE",63000.0,"credit_card","AZ",8.290000000000001,0,52.90000000000001,23,0,14,"verified"
9450,"36 months",15.22,10,"RENT",28042.0,"debt_consolidation","VA",29.36,0,88.80000000000001,15,0,12,"not verified"
8575,"36 months",12.35,6,"MORTGAGE",25900.0,"debt_consolidation","GA",7.74,1,56.300000000000004,11,0,12,"verified"
16000,"36 months",10.64,7,"RENT",84000.0,"credit_card","CA",8.94,0,47.2,19,0,18,"not verified"
20000,"36 months",18.25,7,"RENT",180000.0,"debt_consolidation","NY",8.35,1,93.5,29,0,24,"verified"
9500,"36 months",7.62,6,"RENT",100000.0,"debt_consolidation","MD",10.9,0,14.4,22,0,19,"verified"
35000,"60 months",25.8,10,"RENT",197000.0,"credit_card","CA",6.8500000000000005,0,81.0,23,0,20,"verified"
9750,"36 months",13.05,5,"MORTGAGE",29000.0,"debt_consolidation","AL",23.13,0,75.3,7,0,5,"verified"
11850,"36 months",17.56,9,"RENT",45000.0,"debt_consolidation","NY",17.55,0,92.2,25,0,17,"not verified"
20000,"36 months",6.03,6,"RENT",110000.0,"debt_consolidation","CA",27.060000000000002,0,15.9,52,0,38,"verified"
9000,"36 months",11.55,2,"MORTGAGE",80000.0,"credit_card","MA",10.61,1,62.7,29,0,11,"not verified"
10500,"60 months",15.88,10,"MORTGAGE",68000.0,"credit_card","TX",14.290000000000001,0,36.5,21,0,10,"verified"
13800,"60 months",19.52,9,"MORTGAGE",90131.82,"debt_consolidation","MI",9.0,0,65.2,16,0,20,"verified"
12000,"36 months",8.9,8,"RENT",48000.0,"credit_card","CA",9.41,0,15.200000000000001,28,1,19,"not verified"
9000,"36 months",16.78,8,"MORTGAGE",75000.0,"small_business","CA",14.02,0,96.5,22,0,17,"verified"
12000,"36 months",20.31,5,"RENT",44000.0,"credit_card","NY",10.200000000000001,0,73.9,8,0,3,"verified"
15000,"60 months",22.200000000000003,10,"MORTGAGE",80000.0,"other","TX",8.8,0,69.60000000000001,43,0,26,"verified"
15300,"60 months",14.33,0,"RENT",50000.0,"debt_consolidation","TX",28.060000000000002,0,30.6,24,0,18,"verified"
35000,"60 months",25.830000000000002,10,"MORTGAGE",106000.0,"medical","UT",12.100000000000001,0,60.0,17,0,26,"verified"
18000,"36 months",8.9,2,"MORTGAGE",89772.97,"debt_consolidation","CA",17.080000000000002,0,57.6,26,0,15,"verified"
6250,"36 months",6.03,10,"MORTGAGE",96200.0,"debt_consolidation","CA",1.28,0,8.3,22,0,13,"verified"
15000,"36 months",10.64,10,"MORTGAGE",98000.0,"home_improvement","CA",4.59,1,77.10000000000001,29,1,18,"verified"
8000,"36 months",20.31,9,"RENT",90000.0,"debt_consolidation","MA",12.33,0,52.0,35,0,15,"verified"
9600,"36 months",7.62,2,"RENT",85000.0,"debt_consolidation","DC",9.32,0,28.400000000000002,15,0,13,"not verified"
8800,"36 months",6.03,10,"MORTGAGE",90000.0,"debt_consolidation","NC",8.68,0,11.600000000000001,29,0,14,"not verified"
24000,"60 months",22.200000000000003,7,"MORTGAGE",60000.0,"home_improvement","FL",19.26,0,89.80000000000001,8,1,9,"verified"
23750,"36 months",12.35,2,"RENT",53500.0,"credit_card","CA",12.9,1,49.40000000000001,27,0,14,"verified"
8700,"36 months",12.35,4,"MORTGAGE",49000.0,"credit_card","CA",17.03,0,63.6,37,0,9,"not verified"
16000,"36 months",16.78,10,"MORTGAGE",67000.0,"debt_consolidation","CA",25.29,1,79.0,27,0,24,"verified"
10000,"36 months",15.22,3,"MORTGAGE",38000.0,"credit_card","NY",21.95,1,75.60000000000001,25,0,16,"not verified"
15000,"36 months",10.64,4,"OWN",53000.0,"home_improvement","OK",11.09,1,30.900000000000002,33,0,19,"not verified"
12000,"60 months",14.33,3,"MORTGAGE",324000.0,"credit_card","CT",6.5,0,38.7,28,0,16,"verified"
4050,"36 months",7.62,0,"RENT",75000.0,"credit_card","VA",2.05,0,5.2,13,0,8,"not verified"
12875,"60 months",24.5,4,"MORTGAGE",50000.0,"home_improvement","CA",13.22,0,59.90000000000001,35,0,22,"verified"
11000,"36 months",12.35,3,"MORTGAGE",80000.0,"credit_card","FL",19.37,1,57.40000000000001,26,0,11,"not verified"
10000,"36 months",13.68,10,"OWN",60000.0,"debt_consolidation","TX",14.4,0,75.5,41,0,14,"not verified"
8400,"36 months",17.56,10,"MORTGAGE",58000.0,"credit_card","IN",20.46,0,68.7,32,0,12,"not verified"
32875,"36 months",16.78,10,"MORTGAGE",128000.0,"debt_consolidation","MN",15.64,0,89.0,40,0,11,"verified"
12000,"36 months",15.88,5,"MORTGAGE",60000.0,"credit_card","FL",21.78,0,91.5,23,1,9,"not verified"
9000,"36 months",9.71,10,"MORTGAGE",50000.0,"home_improvement","CO",11.18,4,43.300000000000004,20,0,18,"verified"
6000,"36 months",18.25,0,"OWN",45000.0,"debt_consolidation","FL",19.27,0,59.90000000000001,36,0,9,"not verified"
10000,"36 months",22.200000000000003,5,"OWN",50000.0,"home_improvement","IL",24.17,3,41.6,34,1,13,"verified"
10000,"60 months",19.52,10,"MORTGAGE",48837.0,"credit_card","CA",8.97,0,68.9,13,1,5,"verified"
18000,"60 months",22.200000000000003,7,"RENT",69000.0,"debt_consolidation","TX",23.150000000000002,0,82.4,36,0,15,"verified"
20000,"36 months",13.05,1,"RENT",112000.0,"debt_consolidation","NC",13.0,1,44.300000000000004,16,0,17,"verified"
18000,"60 months",17.56,8,"MORTGAGE",75000.0,"debt_consolidation","FL",23.38,0,70.4,42,0,11,"verified"
4500,"36 months",18.25,10,"MORTGAGE",51012.0,"other","AL",28.700000000000003,0,73.4,26,0,19,"not verified"
5000,"36 months",15.88,5,"RENT",26000.0,"credit_card","CA",33.05,0,85.5,15,1,5,"verified"
1000,"36 months",19.52,8,"RENT",85000.0,"credit_card","FL",13.36,0,91.2,27,1,11,"not verified"
12400,"36 months",15.22,10,"MORTGAGE",36000.0,"debt_consolidation","FL",16.03,0,49.40000000000001,19,0,7,"verified"
3000,"36 months",12.35,7,"RENT",17000.0,"credit_card","CA",14.89,0,29.6,5,0,6,"not verified"
5500,"36 months",7.62,,"MORTGAGE",20208.48,"debt_consolidation","NC",22.68,0,53.800000000000004,16,0,12,"verified"
7500,"36 months",6.03,10,"MORTGAGE",75000.0,"major_purchase","NY",7.5,0,1.1,35,0,12,"not verified"
9750,"36 months",12.35,7,"RENT",30000.0,"debt_consolidation","CA",19.0,2,59.0,25,0,35,"not verified"
13475,"36 months",17.56,2,"MORTGAGE",150000.0,"other","CA",11.48,0,65.60000000000001,25,0,11,"verified"
7200,"36 months",14.33,6,"MORTGAGE",56000.0,"debt_consolidation","FL",15.56,0,61.5,9,0,5,"not verified"
8200,"36 months",11.55,3,"MORTGAGE",55000.0,"credit_card","FL",25.77,0,50.800000000000004,40,0,14,"not verified"
3000,"36 months",13.05,2,"RENT",75000.0,"debt_consolidation","FL",21.700000000000003,1,50.2,38,1,13,"not verified"
5000,"36 months",19.52,7,"RENT",60000.0,"debt_consolidation","IL",27.02,1,57.800000000000004,62,0,14,"verified"
24000,"60 months",15.22,0,"MORTGAGE",85000.0,"debt_consolidation","AL",9.99,0,95.5,25,0,13,"verified"
10000,"60 months",21.6,1,"MORTGAGE",30000.0,"debt_consolidation","FL",26.43,0,73.2,10,0,7,"verified"
10800,"36 months",14.33,3,"MORTGAGE",60000.0,"credit_card","NY",18.34,0,74.8,41,0,24,"verified"
4750,"36 months",11.55,3,"OWN",38000.0,"debt_consolidation","MD",29.71,0,28.700000000000006,33,0,16,"verified"
7750,"36 months",9.71,2,"MORTGAGE",36800.0,"debt_consolidation","MD",14.84,1,32.4,29,0,11,"verified"
18000,"36 months",18.25,7,"MORTGAGE",84599.0,"credit_card","GA",34.67,1,80.0,36,0,14,"verified"
20000,"36 months",11.55,10,"MORTGAGE",105000.0,"debt_consolidation","MO",28.02,0,86.10000000000001,33,1,14,"verified"
